ChargePeriodStart,ChargePeriodEnd,ResourceId,BilledCost,ChargeCategory,Tags
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-c921fe52-15f3-4935-b2e5-809713f6ce58""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-033d4339-e0c6-4032-9d17-ad58b058fc9d""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-0f0a4775-0d91-4f4b-a1df-2ba4674c9984""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-a28a149a-95e3-4767-b7dc-6b448ae3da35""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-35e3963a-ed4c-4b5f-9873-2365b9c9bfed""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-07d4c0a8-5206-45ab-aa2e-2d6ba8f689a6""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-b641a744-5a1b-429a-a385-7140aa722f81""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-2502886c-118c-4b1a-aefd-913d50eae2d9""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-4ae0e7ba-2be5-4876-ba15-121e41ebd6af""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-0b48359d-3d27-4209-aa6d-0341c5cbd1d1""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-44142ebd-726e-4efd-84a5-a0e0d5e1b7c4""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-97ec8004-4dd5-4e80-9178-608b8840d57f""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-a9685d75-499d-4c8e-bef8-95a85f19bf55""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-9353868b-a352-4b44-bb03-035c104cee74""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-48e97fe7-452a-4acd-b85d-3007c330e97e""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-bf18ca9b-797d-49d2-9691-511d88578a8b""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-aac3cc93-07a2-4460-a00d-7acc1835cd67""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-dcf98549-15a9-46c1-9e61-369273a3240c""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-024a2ab1-eb7a-4372-97d7-46dca33a5b13""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-b96a6065-08fc-4c75-ab33-e6b89f76c816""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-9797f139-4d36-4532-8541-548dab54d2c5""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-45ec3ebd-3222-45d1-8035-355460d108b3""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-1218b79d-ea4c-4d1b-821b-c7ea17e74e63""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-62558021-9394-4678-beeb-49ad38fc83ea""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-c4645a7d-87df-4a02-bb97-fd459d3346d4""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-77c94d8e-ff20-4d11-bb0e-1bf00ef92ca3""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-b1af19c8-9b4a-4d7f-a2b1-58442751fb24""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-f10f9ea3-0b6b-4d93-adaf-05fea88deaeb""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-1f37c043-9c01-4715-879c-4741000267b7""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-81423bcf-7f05-4bd4-b82a-393a24424df8""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-79192b9d-d236-4106-982b-60855c9e8b0c""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-c094cf9f-f5f7-4006-ad8e-4956f80dc0ef""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-26066a76-9058-4c53-9250-5edf898974cd""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-1666864c-0104-4a46-9d62-e33dc23d4fdc""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-d9301026-e9e4-46d7-82be-028fb4981c71""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-1aea979b-e654-4809-91be-537c79aa138e""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-85ed5820-e3bf-4c25-8d5e-377d97eb5c1e""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-d9701c20-bfc3-469f-a8bc-5467d5fecf59""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-fbaaf606-121d-46c9-89ee-c1bdb6dbb715""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-2ca384cf-6a7e-4581-9e3b-9a42e30f8474""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-774b92a5-a0a1-41dc-8398-4f155e94adc6""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-372aa9cd-c8fa-4f1b-9f05-036ea3630d89""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-e81138e1-b1f2-48dc-b441-e3b07440b3d3""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-974ecdaa-f063-4a43-8127-239479539e59""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-b456f601-5bbd-4308-8923-de34598a3b90""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-e4ca2ab9-7c5f-4a54-a388-ddbdeb8d0926""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-fe58105f-a36e-41e5-b894-5753357cc218""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-769e2411-1f12-477c-91de-4e530f694fe6""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-b4474824-b1b6-4b3d-9722-50765ff59501""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-d1330b20-d126-49d4-8503-400a355b0dcb""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-4192ccde-d668-4b16-9cf8-0746ad708099""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-20357f86-72c5-41c4-a010-6b3b8abd198f""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-e93e0701-28a3-4bae-82c6-c67a39defbf6""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-afe9a4f2-ebd1-4afe-a118-63ca91c275ce""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-e2442d2c-56a8-4666-a73d-811e9c410388""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-ba509c09-03d9-440b-aa31-4cae0c51aee4""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-c166f5c6-52f1-4b59-b4d2-d72d129856b2""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-1b5681b9-7e6e-4301-aaa8-5d2836da7342""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-7004806a-baf2-4651-bf77-20075785f774""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-8b148368-1771-4961-81ad-88e672053c7e""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-b9ccc33f-3008-4286-9a55-29627de0fcbc""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-81bc78f1-def4-493c-bc51-7e354682e02a""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-6798c258-a78f-4d32-942f-7d07aa9117aa""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-1aba7399-933b-4935-a13e-1384bfc1998d""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-9f29a698-ffc6-4adc-92ed-8ccf3fd2352c""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-827787f3-1edc-46ee-b66d-2bc6e358d15c""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-98ff05b0-978b-47c8-9924-7e5ff99b0199""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-b98147e7-b2a7-4444-9dfd-dcdf9adf394e""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-dd2b26e2-a63c-4698-a265-435991a21c55""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-8a4cccc0-2b94-4b9e-b885-afaf39fa547b""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-62622ea6-62aa-45d9-a546-04aa0c844053""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-409947fb-4e5b-4ec7-9b0a-ac4dc82cd4c4""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-d49b37ad-20ea-4a48-b7c9-d24a4383846c""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-bf053d8b-7172-4f8c-af2d-a2d61f26086d""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-9ecbd289-e379-4310-9138-78cc2eae6670""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-c9d4d0b8-30c8-4d4b-a9aa-d68a70cc667d""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-24be3679-1312-464c-8363-762c94f81b1c""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-73549a22-6433-40d6-9395-878be45dd0e4""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-18f9dad5-4c30-4869-9a00-8f6751afb8ee""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-ad113757-388c-498c-8db5-6df5a0a73a59""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-39bdc6d6-0a9d-4434-8b19-5d781219e611""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-4facfbf4-6c94-4d1d-aa4f-749f9e17c4c9""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-f4a0f689-e6b3-4353-a615-091eac4cae0f""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-d5fc6067-60f4-4b85-b3f7-ecf7865eb159""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-0041b993-b630-4dd8-b2ff-328db9311afe""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-385a8f41-0e08-463b-a447-121b9e4a6859""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-1fcd8b45-99ed-4d0a-b53d-36da9d84c916""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-bff33a01-17cf-4e58-8bc9-8c86fe02b2fa""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-72271ea8-8fae-4356-b0f0-677e23e31342""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-fc7b08e2-5db8-474a-b7ec-bbca24a90968""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-c5a52322-33c1-49f2-9799-26886a3269ee""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-530ae9f9-0bb0-4cbb-964d-eeec817421cb""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-352b02a6-edd1-4dea-a3f4-738ebb53d3b0""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-e18d9759-e88f-46ce-996d-aa2067e185ca""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-161ea9f3-b7ae-4b10-ab77-673c15a7d8a8""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-fefb45ff-e171-425a-bd4d-bf74c6dfde58""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-b8f4e5c9-9e08-4232-a219-2742ac15cebb""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-0fe600b1-a8e7-43ae-88cd-12cb35e9bcb4""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-29e4435b-58e1-401e-bba6-66775770920f""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-2945d56d-4886-4dae-9ff8-b9d4e97ba53a""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-c804bb3b-43c7-4efd-a601-16ea04794bba""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-b3f6de9c-70c0-4d6e-8fde-6f498594faf7""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-95883c1b-b1b6-48a1-a0f7-7aa681b5b7d1""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-38b1fd63-c852-4bdb-9876-34b22927c795""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-702a8c2d-c974-4f1f-a667-faa008e8886e""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-d21fe557-fafb-45e9-baf2-057ac88c642c""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-c059c657-7648-41f5-9622-584bad8e89e9""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-6dec30bf-c875-42e5-8d9b-f49c039b115b""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-7d77e55d-6232-4043-bb6a-7c4e180a708a""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-99b2e9ad-bdc6-45cb-aa79-92d7265d086e""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-d4d04ed6-fcf5-4f38-823e-9cdefe5debea""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-abcdc51c-60d0-4cdb-805c-aeee93d5bd94""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-f56a80e3-418f-4181-84cd-098a8f648cfd""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-ff95ee02-d511-4f4b-8b9a-2891087c03a0""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-6b8c2b0d-faf4-446a-b565-e2533bb255de""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-f598fb0f-18c0-421f-8279-b92fb6b18a6a""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-0c20835e-0735-4ff9-814b-877d30c2aef4""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-fef621c5-ef61-40b9-8496-64719867d995""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-d459fb0d-8348-488a-b488-dadb6fb138ea""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-745e8017-0ee7-4a36-9066-2e95ae11bbbe""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-f0f3f144-ac28-456a-87a0-3df8a907daea""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-41f74ced-0cc8-4c77-98eb-2c0b5441647a""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-7e044365-c3f9-410c-a7bc-7ec0596290ac""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-4baf2d87-58dd-42e2-a777-28df41a0c05d""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-81c2c18d-670f-40a4-b7e0-11f1b0d00d16""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-0b089e4f-6053-4d3a-a3fc-2496e52b228f""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-6dd90ab2-b334-4910-9ad2-6027ebd09dd1""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-608cf33e-cf7c-4fb6-97ba-ec57befec367""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-f6bf8400-4d10-42fc-bdc9-4f5fd7ac48ea""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-44e9d433-0ce5-49cb-9b87-b27952273a19""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-d84cbfde-28d7-4fd0-9192-33cf8744ac3f""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-b503355e-579a-46af-a82a-f8e2e8202659""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-50ee166e-ad4e-4ea9-8803-893b400ad54b""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-d7fae11d-97af-4d44-b76f-5be30c02c4f3""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-93bcedea-8334-4871-a945-7e6c7362bd22""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-d8520063-f421-4566-bb7c-03e2d5916f5f""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-84ea7476-2a41-40ea-ab30-d53c079d5812""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-59f7aa26-a4b9-4f42-964a-aa2c351831b7""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-a37cad65-09ef-4dd1-97b3-1b41845da07e""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-99fa2007-bf83-4310-b6c3-d1344b29ec5a""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-202a65ec-644a-47e3-afb0-8a978d145734""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-ee46d139-a5bf-4ba7-852b-f1562120b927""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-d6d33489-2327-4813-af42-a7d3f31e5d2e""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-562eb8cd-571d-4776-97b4-95b6d59cb3b7""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-0f52c8ab-dcf2-4cf5-9b8d-066bc6568b1f""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-7914aa9c-b409-4f52-9934-96c553fccb4e""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-e07a683f-3537-4e78-b50c-53c4f48c28d3""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-01dad5b4-9726-4962-8af5-31448bdb7b49""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-52433ad3-635e-4b5b-9b0f-aa34036cd21e""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-889d2619-5c1d-4088-909a-2a024ea1a9dd""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-adcf9eb3-7c71-445d-8b77-e0b80b321b9a""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-60f13f5a-2c39-4d27-a985-ccaf34d0804b""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-d63a37e1-8b3f-4412-91f1-25e722034c1b""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-38154e19-752d-4c6e-9645-e846f460e925""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-7c99910a-fc6d-4331-baf4-822b0a692f8d""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-dd39f5eb-aed3-4b6d-91b7-5d7537509314""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-7a62c1ab-4e75-4b28-bbf1-5595b4d674d3""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-2cdf1a1f-aef9-4f35-8809-3480ebcd1ad1""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-8a40d690-9095-4488-be75-c102cda70804""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-b2b14103-9ef6-42e1-aacc-6ead13d5bc7b""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-138f9dd7-bf37-48fb-ac64-9903cb31f148""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-3cb95dc2-fe76-46dc-80b6-9d77fd4dfcf1""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-77935d71-06b2-48bd-897b-c2f18d974a8c""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-e7b553bb-03ef-49dc-8570-a42de2b05df5""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-dd4b20a7-54f4-49e2-8b0f-c015d7c9945b""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-2ec75ca8-65f2-45de-84b0-79ad62111004""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-baea8cd2-a0d5-465b-8b5d-77f7de6c0bea""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-7a175a70-f8d2-4d6f-a40d-39a6f7fdc946""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-c95027a6-85cd-45fa-beb0-44faab99d4a8""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-fac105e2-81ca-4a0c-875f-970a85b0596b""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-e34ae4b6-2490-4db2-be8a-31d4a4bbf38d""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-c4b6c03d-9c12-4c23-8dc4-d05a973b9865""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-e2ef75a4-a542-4710-b312-da9dbf90cff6""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-9c921348-c8de-4495-a503-1bd4ceceef98""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-909f2597-2356-4841-9663-d3fd2fdff01d""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-239623f6-ea29-4b60-9a07-f4649166fd80""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-0f26673a-a582-41a5-9767-6d57c6ad71c8""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-9ea35f06-72b3-4fc8-a30d-0d822b431b99""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-fe518408-e6cc-425a-aa3f-8406e9af1144""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-5135f8da-f8d6-4e66-9765-8340f5fdd4e9""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-4e3662b7-424e-4b21-b96f-b2f6fd3b0658""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-2da19a82-3700-417c-bb4b-ea2593aba93d""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-52d74ec5-8f69-4301-8adf-c28c343fcd6a""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-75cef401-0e4b-4ae2-9f5d-cad833ee2b0d""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-392539c6-5edd-44d4-a187-131902b3c923""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-1b75100d-5b2c-42a6-a003-455b568626aa""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-98084f88-5cbb-435e-9953-fc8c1b3f4383""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-79112abb-6fcc-46bd-9372-453136f8648c""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-233178f7-fb9e-47d4-8dfb-af8b04f726a8""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-246fa4ea-d2d7-4464-9c77-2b3c42becf1d""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-ecd637b0-3c62-4630-984a-d71e603652cb""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-26251eed-a3aa-4adc-bef8-f2e8b7b0dae6""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-d5993f5b-1793-4a1d-a0c0-b5609a71b97c""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-f7551fad-6194-445e-aa6a-17085b47b726""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-504ed9e3-2619-4700-a020-49b0cad2631f""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-d80fd547-f257-492c-9726-34edb435b398""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-dd86ea6e-f4ab-4183-b4e6-c65af3f18d4d""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-1fe332b1-c539-472b-bd65-10698879f458""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-b8946b7c-7efd-4d1b-a1dc-c43cb9469ac9""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-3d77060f-74d0-47b2-aa31-97e27c8008ea""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-f48fe5ea-af6e-4e2c-a1af-e2b9ab22ab8b""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-359c880a-76ea-4176-9ecc-97a3c6adeae3""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-afa9bc8d-fbac-41c6-8a6e-8c27d4de7567""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-e8af539e-e379-4005-827f-0e893c5f00ff""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-e4873938-809e-4cfc-a944-0a0c149a4f0d""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-b2bd7d68-408d-48e2-9ffe-be6e6db12833""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-fca22f0d-8918-4705-9adc-3fc9aadf2432""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-508d1eaa-332e-4abe-bcb3-333f62a14f68""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-0a78cc70-d62d-40ce-8447-d749a77d0be4""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-f235e976-1968-4188-a0ef-76de415c286c""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-5963c682-151a-46dc-962a-b7ae033842f7""}"
